[,latitude,longitude,]
[,34.84428,-95.55399,]
[,29.54354571,-98.41109748,]
[,41.61846,-80.2015,]
[,37.74686,-84.7597,]
[,34.86846,-82.40443,]
[,36.2677,-80.35984,]
[,29.43118,-98.72939,]
[,33.92463498,-84.57423335,]
[,38.08682,-85.66817,]
[,32.55274,-90.32182,]
[,30.44907,-86.61962,]
[,35.88937,-94.97581,]
[,33.36244,-94.25265,]
[,33.55611,-81.70515,]
[,37.86049,-83.93385,]
[,32.43968494,-80.70519972,]
[,40.01232,-79.86509,]
[,39.15055,-89.4913,]
[,40.90871,-74.7115,]
[,41.52471,-76.40622,]
[,41.74486,-77.27389,]
[,42.34913,-73.84711,]
[,40.03565,-86.01217,]
[,37.26003952,-85.5036116,]
[,35.89267,-82.06739,]
[,36.88771,-104.44018,]
[,39.06068,-85.25652,]
[,31.68011,-106.31406,]
[,32.31619,-84.51876,]
[,33.11969,-95.59632,]
[,37.14915,-94.44975,]
[,41.83298,-96.7096,]
[,32.29083,-81.23439,]
[,35.49678,-97.74246,]
[,31.45864,-85.63932,]
[,42.24491,-84.75615,]
[,39.01198,-89.78769,]
[,32.66144,-114.44415,]
[,29.41503,-95.24376,]
[,32.95182,-96.89017,]
[,37.86079,-84.66257,]
[,41.31007,-93.10944,]
[,41.71643,-74.39595,]
[,40.54089,-79.16039,]
[,38.47666,-80.41137,]
[,37.44805,-86.90559,]
[,41.35583,-83.65053,]
[,39.87717,-84.3021,]
[,40.54837,-84.57079,]
[,42.59606,-90.43098,]
[,40.90017,-90.64865,]
[,36.75608,-90.39296,]
[,40.33429,-94.87375,]
[,38.47602,-100.90691,]
[,36.26887,-98.47984,]
[,34.58022,-83.76211,]
[,44.518,-88.0682,]
[,39.77688616,-93.53942418,]
[,31.39544,-109.91917,]
[,32.39594,-97.33157,]
[,39.0724,-89.73528,]
[,37.79256,-89.02784,]
[,35.5276,-78.29461,]
[,33.99085,-89.35006,]
[,26.28703,-98.13893,]
[,35.45781,-93.46204,]
[,40.8572,-84.59793,]
[,32.94511,-99.8031,]
[,39.84518,-79.90095,]
[,29.65404,-95.57072,]
[,39.31194,-85.21153,]
[,33.7214,-94.39706,]
[,43.91952,-88.02274,]
[,30.70798,-101.20911,]
[,35.23943,-81.36557,]
[,31.31967,-86.46167,]
[,31.56993,-106.25117,]
[,29.62898,-81.8804,]
[,30.48672,-87.70829,]
[,43.0183,-73.3773,]
[,43.03792,-76.42307,]
[,42.09883,-76.23522,]
[,41.30905,-81.22172,]
[,38.80002,-83.53329,]
[,36.10361,-83.28191,]
[,35.72915,-80.68966,]
[,36.34333,-82.37665,]
[,29.54261,-98.33987,]
[,36.37001,-85.34193,]
[,30.33394,-95.09557,]
[,32.70655,-87.5954,]
[,27.89452249,-82.79998136,]
[,35.84687417,-79.09053672,]
[,33.00647,-82.39641,]
[,28.32997,-82.69909,]
[,38.1738,-84.89751,]
[,34.20996,-87.05396,]
[,34.1743,-86.61276,]
[,38.64944,-83.82758,]
[,30.61526,-94.40872,]
[,35.65538,-78.47591,]
[,26.82423,-81.08221,]
[,42.83245,-75.54923,]
[,43.17619,-83.9032,]
[,36.81632,-83.31578,]
[,41.78981,-89.71139,]
[,39.8155184,-105.1289798,]
[,36.25896,-90.29295,]
[,37.97953,-89.05818,]
[,43.07562,-86.1979,]
[,38.77793,-90.28111,]
[,35.47363,-95.53402,]
[,31.84353,-81.59789,]
[,40.54961,-82.83235,]
[,33.20753,-92.67632,]
[,30.82318,-83.99326,]
[,40.29322,-87.25131,]
[,30.58322,-97.41141,]
[,37.12798,-80.41093,]
[,27.63833,-81.82419,]
[,36.75325,-86.19063,]
[,42.20673,-86.16969,]
[,34.50347,-97.1227,]
[,34.95908,-96.75349,]
[,33.04195,-97.02102,]
[,40.62509549,-103.2296327,]
[,32.64722,-97.22202,]
[,40.74398,-88.53089,]
[,31.80889,-81.60323,]
[,42.00359,-89.35813,]
[,34.15585,-114.27613,]
[,29.18651,-82.14837,]
[,41.14449,-87.27232,]
[,36.45509,-89.96765,]
[,28.69799,-81.36602,]
[,38.95267,-85.89986,]
[,38.66727,-96.94473,]
[,40.30017,-85.24864,]
[,32.86819,-84.63003,]
[,32.58469,-88.18777,]
[,43.08828,-76.8681,]
[,38.53544,-89.71377,]
[,41.73128,-92.72724,]
[,37.62957,-77.44162,]
[,35.91219,-80.58036,]
[,33.57837211,-81.70240297,]
[,41.86939,-90.14771,]
[,43.37239734,-92.11771626,]
[,42.36062,-93.11422,]
[,34.17199,-86.85112,]
[,41.85847716,-103.6558607,]
[,40.26936,-80.61071,]
[,42.83101,-78.8054,]
[,31.59126,-106.23627,]
[,30.14099,-91.94962,]
[,35.73741,-91.63838,]
[,29.56293884,-98.68465478,]
[,35.63535,-87.01562,]
[,33.57441,-81.83563,]
[,41.90436,-88.08161,]
[,42.93095,-85.21323,]
[,32.41751,-87.02418,]
[,36.28858,-80.85339,]
[,45.57278,-93.22144,]
[,31.84821,-86.63873,]
[,32.43409,-99.7386,]
[,30.23326,-91.99137,]
[,30.0053,-98.11555,]
[,37.7612,-87.14709,]
[,43.32419,-76.4165,]
[,33.92554,-83.33389,]
[,34.70211,-81.20962,]
[,32.93092,-85.94841,]
[,38.39543,-85.36835,]
[,30.9599,-92.19545,]
[,43.79437,-89.31844,]
[,29.04234,-95.45175,]
[,40.85645,-82.33229,]
[,35.61155,-85.19592,]
[,37.97602,-81.53011,]
[,41.60898,-80.2795,]
[,28.53376,-82.51244,]
[,32.16619,-94.34228,]
[,33.67703,-86.40598,]
[,39.47149,-80.17056,]
[,30.18847,-92.07693,]
[,34.47565,-84.9224,]
[,30.6474,-88.08926,]
[,34.81657,-84.88698,]
[,30.44974,-89.05279,]
[,28.89574402,-81.27160016,]
[,39.92904,-83.09026,]
[,38.87957,-84.61074,]
[,36.48162,-87.87924,]
[,38.63689,-89.37685,]
[,40.2809,-78.45834,]
[,38.88541,-99.31193,]
[,36.11898,-95.83138,]
[,37.05496,-94.50227,]
[,34.15604,-78.86066,]
[,35.56577,-97.30195,]
[,40.80266,-75.95064,]
[,34.81717,-82.27167,]
[,35.43526,-96.29963,]
[,37.86817,-84.57745,]
[,41.05535,-76.23248,]
[,42.60185,-83.91503,]
[,41.47487,-84.53295,]
[,39.71427,-92.95069,]
[,30.85043,-83.96157,]
[,36.06092,-95.77675,]
[,38.57343,-97.67469,]
[,35.20395,-97.42328,]
[,37.22319,-95.69102,]
[,33.40042245,-81.418968,]
[,34.25739,-88.67933,]
[,41.53515,-80.86329,]
[,33.26021,-97.22172,]
[,40.50562,-86.11734,]
[,34.32205,-78.52146,]
[,32.7079,-97.09192,]
[,42.11991,-85.53186,]
[,34.80684,-86.95054,]
[,35.23291,-97.42212,]
[,36.51262,-79.70117,]
[,39.4409,-79.53175,]
[,39.68884,-84.14546,]
[,38.95809,-85.87147,]
[,39.77669,-85.95373,]
[,40.82758,-83.28101,]
[,39.47387,-77.95338,]
[,33.16797,-90.85379,]
[,30.23215,-92.66334,]
[,40.86668,-85.4798,]
[,30.58961,-96.30769,]
[,35.3315,-94.30874,]
[,39.09278136,-84.85576182,]
[,39.42155,-79.39807,]
[,37.6104,-76.60758,]
[,38.17538,-85.71169,]
[,40.79126,-76.23105,]
[,32.83991,-87.8848,]
[,35.04381347,-85.31829126,]
[,30.39217,-89.04512,]
[,34.75085,-77.41322,]
[,30.99435,-92.57533,]
[,30.37633,-85.43828,]
[,31.38885,-92.23361,]
[,35.56408,-80.57786,]
[,36.28694,-82.17339,]
[,29.40344,-95.83507,]
[,38.0891,-87.55666,]
[,35.86695,-88.39079,]
[,29.68999,-83.35648,]
[,30.36781,-90.05867,]
[,34.68828,-90.3758,]
[,35.2992,-89.66138,]
[,34.52168,-82.18869,]
[,36.97474,-84.13119,]
[,36.41393,-88.13496,]
[,40.69162,-85.42911,]
[,38.00614,-85.67749,]
[,38.41783,-86.14555,]
[,41.64743,-88.59584,]
[,38.24819,-87.99674,]
[,33.65276,-84.00445,]
[,34.67214,-87.3088,]
[,29.55891,-98.46169,]
[,32.92221796,-96.88175573,]
[,36.43488976,-77.64145666,]
[,27.95811,-82.27756,]
[,37.69329,-81.6227,]
[,31.14329,-89.41656,]
[,40.85825,-80.30024,]
[,40.7231,-82.54211,]
[,43.15314,-78.6647,]
[,40.16645,-97.57859,]
[,35.20332,-97.47523,]
[,33.24713,-95.89954,]
[,42.99774,-78.50404,]
[,41.24726,-78.78863,]
[,37.11875,-79.2758,]
[,39.49086,-80.90443,]
[,34.44425,-85.90823,]
[,37.30108,-85.91016,]
[,33.91063,-84.7976,]
[,34.57578,-92.57805,]
[,35.94353,-85.03471,]
[,36.74245,-91.87128,]
[,33.72074,-84.3495,]
[,40.06103,-82.98598,]
[,35.91572,-86.83118,]
[,34.42886,-79.36536,]
[,38.20784,-95.73844,]
[,34.39409,-80.0691,]
[,39.85986,-89.53973,]
[,26.20399,-97.68912,]
[,31.96182,-97.32269,]
[,28.97167,-95.37107,]
[,40.83612,-89.618,]
[,39.83453,-84.01305,]
[,44.01996,-84.80299,]
[,36.11991,-84.11658,]
[,34.21602,-84.15279,]
[,35.59368,-97.65627,]
[,33.39005,-79.28899,]
[,36.07887,-94.17522,]
[,40.96259,-90.38322,]
[,36.467,-79.90716,]
[,31.58047,-90.44427,]
[,34.81507,-86.9719,]
[,42.8121,-83.70735,]
[,32.94004,-94.71151,]
[,36.1596,-82.39854,]
[,34.87457,-85.50782,]
[,29.71538,-81.50818,]
[,37.8489,-83.85815,]
[,29.20629882,-96.27758866,]
[,32.46368,-99.75787,]
[,36.18928,-86.51231,]
[,35.99153,-80.27029,]
[,35.43492,-79.58666,]
[,40.17713,-74.91773,]
[,27.31767,-98.67757,]
[,40.04332,-87.63871,]
[,38.44149,-89.91849,]
[,34.18514,-97.12374,]
[,30.71731,-94.9331,]
[,35.51658,-78.56154,]
[,28.33834,-98.12202,]
[,39.05549,-94.8818,]
[,38.33789151,-75.11135125,]
[,31.98735,-86.57939,]
[,35.62017,-82.31385,]
[,40.40452,-79.83072,]
[,40.42019,-80.57246,]
[,35.65023,-97.74529,]
[,40.16371,-79.08026,]
[,30.55967,-91.13292,]
[,32.93134,-96.61234,]
[,40.78804,-81.2896,]
[,35.80068,-79.81116,]
[,35.45915,-94.35992,]
[,43.09378,-85.6373,]
[,37.56948,-84.31084,]
[,42.87026061,-73.82292372,]
[,42.52843,-78.47863,]
[,41.93504,-79.98097,]
[,38.89185,-89.4135,]
[,30.26619,-82.12265,]
[,36.32355,-94.1259,]
[,45.4126,-83.82668,]
[,34.45318,-81.88194,]
[,29.65082,-95.01903,]
[,39.26865,-80.35352,]
[,36.17365,-95.34183,]
[,31.30938,-85.49644,]
[,37.77966,-79.99069,]
[,39.89903,-84.04736,]
[,32.83552,-97.09067,]
[,41.53513407,-86.02101637,]
[,32.53242,-93.5153,]
[,40.24314,-79.23972,]
[,31.70035,-86.2656,]
[,35.41658,-81.01095,]
[,36.43116127,-95.71059851,]
[,41.0379,-95.74641,]
[,40.55495,-85.2775,]
[,39.43657,-90.40375,]
[,34.91889,-95.772,]
[,35.98955,-95.88645,]
[,42.70835,-82.50009,]
[,35.34613,-97.54768,]
[,36.0507,-94.16431,]
[,29.45654,-81.24982,]
[,42.25876,-88.84252,]
[,31.58246,-102.89137,]
[,39.02861,-89.94769,]
[,40.28187,-86.04286,]
[,42.22333,-89.07796,]
[,31.95535,-84.08533,]
[,27.88636,-82.78722,]
[,44.78338,-93.55521,]
[,29.69188752,-95.21143098,]
[,32.48685077,-93.70606316,]
[,35.80925,-77.37227,]
[,38.24435,-104.61731,]
[,37.98764,-79.49612,]
[,37.36196,-81.09737,]
[,37.18946,-89.66742,]
[,36.64096,-93.42077,]
[,35.2241,-93.16682,]
[,41.00028,-85.78741,]
[,40.33433,-79.74375,]
[,41.52512,-90.51522,]
[,39.90539,-83.79319,]
[,33.77319,-89.82185,]
[,32.18716,-90.25819,]
[,33.18518,-86.24506,]
[,27.04676,-82.25558,]
[,32.4854,-92.15468,]
[,34.318,-83.83094,]
[,40.48992,-88.96841,]
[,37.12919,-80.54609,]
[,34.59808,-86.56188,]
[,36.43574,-78.18621,]
[,27.97283,-97.38654,]
[,31.52059,-82.82286,]
[,32.42496,-95.20635,]
[,28.34528,-82.18735,]
[,34.17922,-86.14301,]
[,37.80506,-88.44775,]
[,34.79263,-87.1009,]
[,32.17255,-81.38962,]
[,31.44571,-83.48692,]
[,31.88265,-85.09299,]
[,31.9697,-94.02061,]
[,35.17664,-79.39072,]
[,29.98633,-90.35848,]
[,37.77837,-90.40594,]
[,31.4555,-83.52702,]
[,34.65261,-98.95725,]
[,32.69847648,-114.6349214,]
[,33.79546,-93.38952,]
[,34.41936,-103.21989,]
[,41.59021,-91.03365,]
[,42.23547,-97.03468,]
[,42.45999,-83.17233,]
[,28.66853,-82.11453,]
[,36.11461,-83.49448,]
[,37.17892,-94.32623,]
[,30.71077,-94.94672,]
[,31.83547,-102.36066,]
[,37.68401,-97.35429,]
[,26.25408,-98.22366,]
[,42.3016,-89.6439,]
[,37.49923,-91.85548,]
[,33.491,-84.91302,]
[,44.03859,-88.74529,]
[,38.00164,-84.20011,]
[,44.3336,-75.47417,]
[,40.20644,-79.9377,]
[,36.2328,-80.70974,]
[,40.83628,-81.27176,]
[,38.66969,-89.98714,]
[,35.29126,-98.99126,]
[,39.95379,-76.75632,]
[,40.73983,-85.17229,]
[,41.63518,-85.01358,]
[,34.23694,-79.75156,]
[,39.13806,-94.19955,]
[,42.29114,-84.40946,]
[,39.41878,-77.45274,]
[,32.61017984,-90.05642345,]
[,40.24845,-80.21074,]
[,40.01889,-78.50481,]
[,35.46438,-97.74483,]
[,37.57773,-97.13642,]
[,42.6738,-85.64401,]
[,37.62959,-93.10506,]
[,30.51914,-90.47913,]
[,37.77785,-79.43713,]
[,35.59396,-97.62237,]
[,39.27423,-81.58305,]
[,40.61575,-80.61804,]
[,32.61988,-87.31757,]
[,43.65739,-90.33192,]
[,34.93335,-80.75003,]
[,33.04483,-84.16946,]
[,34.28344,-81.5966,]
[,40.15788,-89.38979,]
[,39.9254,-80.73804,]
[,42.46857,-91.90897,]
[,42.96871,-82.45247,]
[,29.39664,-94.94698,]
[,33.69752,-78.89883,]
[,34.27977,-86.59727,]
[,31.91525,-87.73591,]
[,38.8486,-84.37953,]
[,37.59999,-81.53309,]
[,39.12885,-79.46234,]
[,40.73164,-84.08147,]
[,35.77143,-80.09956,]
[,34.85526,-106.69086,]
[,39.95308,-82.82876,]
[,30.76451,-85.54264,]
[,42.89999,-78.48518,]
[,41.94285,-103.80648,]
[,35.49822,-95.31028,]
[,40.59398,-81.09419,]
[,25.92464,-97.51147,]
[,40.94517,-79.75767,]
[,43.13844,-77.67093,]
[,31.88051,-88.32221,]
[,31.20189,-81.98497,]
[,42.11528,-76.82189,]
[,35.70271,-81.19894,]
[,34.82926,-86.56987,]
[,30.40828,-91.02214,]
[,36.8401,-81.50732,]
[,35.06786,-92.44273,]
[,41.17289,-83.65867,]
[,33.42003,-94.03001,]
[,34.12458573,-81.23517936,]
[,36.36548,-95.82307,]
[,37.64595,-98.7252,]
[,43.23415,-86.21016,]
[,34.74501,-87.68296,]
[,34.92147,-79.74937,]
[,37.35226,-85.33093,]
[,34.96318,-80.05294,]
[,40.55708,-90.033,]
[,36.06051,-83.98043,]
[,33.14586,-94.95132,]
[,34.34907,-82.89938,]
[,31.71798,-99.11855,]
[,36.91478469,-76.27118723,]
[,34.85859,-76.89655,]
[,34.91677,-81.00034,]
[,33.03416,-83.93449,]
[,43.40811,-85.02771,]
[,38.47395,-91.83527,]
[,32.40166,-98.79558,]
[,36.38165,-90.17442,]
[,36.88254,-89.56733,]
[,41.44263,-85.98655,]
[,32.89431,-96.61286,]
[,37.09767,-84.58569,]
[,41.58439,-88.90433,]
[,28.30441248,-81.38984093,]
[,39.06501,-81.4041,]
[,32.88076,-81.1246,]
[,38.17976,-81.33749,]
[,30.73479,-87.79439,]
[,37.84441,-82.4199,]
[,30.50326,-90.74673,]
[,34.77894,-90.77329,]
[,38.96027,-91.48971,]
[,41.10975,-80.99169,]
[,32.86275,-83.61314,]
[,39.42281,-81.44769,]
[,42.94777,-78.85835,]
[,35.82197,-87.43687,]
[,31.26171,-89.83561,]
[,32.56526,-92.00174,]
[,35.00891,-80.91706,]
[,35.32383,-91.56153,]
[,30.81547,-95.09426,]
[,35.58416,-84.249,]
[,35.03456,-83.81873,]
[,36.23407,-88.09034,]
[,34.11443395,-84.2692311,]
[,33.44629,-86.99648,]
[,32.95654,-97.34913,]
[,30.60078,-91.32481,]
[,36.3266,-92.35411,]
[,31.10452,-91.2929,]
[,41.30008,-90.18341,]
[,29.56021,-98.3629,]
[,38.04988,-83.9564,]
[,39.64619,-86.82985,]
[,38.41393,-96.21688,]
[,38.44109,-78.87443,]
[,34.44151,-83.11182,]
[,36.76437,-76.20387,]
[,40.96713,-81.33986,]
[,37.20846,-86.28458,]
[,41.3804,-87.44091,]
[,26.58707,-80.06467,]
[,42.51303,-85.82929,]
[,30.47279,-88.99206,]
[,45.30282,-85.25936,]
[,41.94658,-75.60268,]
[,33.49654,-88.41814,]
[,42.46647,-97.91479,]
[,33.19901584,-87.52541555,]
[,36.27246,-76.97096,]
[,30.82338,-88.35751,]
[,40.58108,-83.09267,]
[,36.33421,-84.18174,]
[,34.14681,-93.06477,]
[,32.47108,-100.01527,]
[,34.0026,-96.37288,]
[,34.79597,-91.75063,]
[,32.7814,-96.59591,]
[,36.07522,-76.59592,]
[,40.50746,-98.95177,]
[,37.06501,-93.30278,]
[,26.66531361,-81.88790843,]
[,28.88279,-82.36514,]
[,26.39041,-98.85461,]
[,34.79301,-96.66315,]
[,37.41611,-86.87811,]
[,36.69307,-97.30978,]
[,32.36482,-97.39362,]
[,30.14466,-94.0164,]
[,30.25637,-93.18056,]
[,36.11887,-79.35136,]
[,34.75227,-77.99889,]
[,39.41352,-81.1901,]
[,41.65196,-83.66473,]
[,34.31707,-92.39585,]
[,35.15038,-79.41826,]
[,36.35163,-96.80009,]
[,42.1247,-85.63751,]
[,40.46193,-85.37003,]
[,36.76972,-90.41667,]
[,30.41906,-88.24414,]
[,29.49112,-82.86347,]
[,38.33055,-82.94373,]
[,39.63704,-78.8464,]
[,35.47581,-77.43676,]
[,35.91304,-79.70953,]
[,30.00358,-97.1479,]
[,34.78432,-98.29182,]
[,34.03698,-86.0229,]
[,35.6069002,-97.4781855,]
[,38.4008,-82.57614,]
[,34.58865,-87.09117,]
[,30.24254,-95.15627,]
[,34.97099,-87.37275,]
[,43.12007,-75.29346,]
[,37.17537,-94.54687,]
[,40.63617,-80.54687,]
[,30.36567,-91.06696,]
[,32.25242,-83.74022,]
[,40.76542,-99.73967,]
[,32.97013,-80.00966,]
[,32.90123,-79.99682,]
[,42.54903,-79.15171,]
[,41.03454,-81.49141,]
[,39.75439,-94.80362,]
[,39.33347,-91.18772,]
[,33.94878,-83.98703,]
[,41.10157,-81.64468,]
[,33.22473,-97.59425,]
[,42.67561,-91.91338,]
[,35.60165,-87.06417,]
[,36.50483,-82.55666,]
[,37.08671,-84.0619,]
[,41.50653,-83.14496,]
[,35.77023,-87.78381,]
[,40.98254,-81.89588,]
[,40.72409,-85.16968,]
[,35.84756,-97.93253,]
[,31.81861,-106.52741,]
[,41.20303,-96.13219,]
[,32.73014,-97.63528,]
[,41.33223,-85.1347,]
[,35.96582,-95.65614,]
[,26.89331,-99.26283,]
[,35.72822,-95.34042,]
[,35.8694,-80.55215,]
[,29.96182,-90.21923,]
[,34.76043,-79.48721,]
[,37.54652,-87.26185,]
[,35.70255,-85.78112,]
[,30.32135,-87.42131,]
[,35.65544,-81.20835,]
[,28.12485178,-81.63711726,]
[,33.44828,-88.84531,]
[,41.75177,-86.12312,]
[,43.47733,-75.31913,]
[,40.80705,-79.49329,]
[,41.58659,-84.57289,]
[,34.59486,-98.43436,]
[,29.53036,-82.51917,]
[,32.54173,-93.67213,]
[,34.93488,-89.52967,]
[,27.90405,-81.84041,]
[,27.84184,-80.48707,]
[,28.35666,-82.69821,]
[,38.66043,-78.49596,]
[,32.68826,-83.34823,]
[,36.79063,-79.39408,]
[,33.8152,-84.59525,]
[,34.62751,-92.41689,]
[,30.17527,-85.6817,]
[,40.07619,-85.69574,]
[,33.29285,-83.98318,]
[,34.23334,-102.7362,]
[,38.07297,-78.89852,]
[,33.91343,-81.53167,]
[,36.15924,-81.15388,]
[,36.35027,-82.22641,]
[,37.30473,-82.35475,]
[,35.0856,-81.65963,]
[,33.16426,-86.27452,]
[,33.74877,-90.74247,]
[,36.63523,-81.78967,]
[,29.5282231,-90.3368605,]
[,39.74537,-84.41027,]
[,38.73174,-86.48291,]
[,39.0057,-87.75292,]
[,38.07834,-88.17908,]
[,33.37118,-98.77186,]
[,35.25998,-89.00718,]
[,40.75586,-86.38355,]
[,37.04367,-93.32885,]
[,29.56068,-104.3754,]
[,25.94074,-97.53642,]
[,30.78542,-83.57131,]
[,31.86451,-102.39791,]
[,30.47058,-83.63483,]
[,30.6322,-96.37397,]
[,39.60471,-90.83852,]
[,44.27311,-88.42638,]
[,27.88054499,-82.83047216,]
[,37.11259553,-76.51800324,]
[,37.002,-89.17099,]
[,40.70359,-89.42827,]
[,42.1054,-79.24517,]
[,39.8008,-93.55381,]
[,42.90343,-76.87735,]
[,38.87547,-86.05872,]
[,40.87121,-97.9977,]
[,40.41619,-104.69089,]
[,30.27695,-90.94837,]
[,34.28767,-85.99681,]
[,30.95168,-87.15091,]
[,41.21661,-85.01878,]
[,37.49955,-78.24151,]
[,35.10715,-84.01173,]
[,34.01197,-83.83532,]
[,36.81087,-76.27775,]
[,36.44185,-94.12417,]
[,29.68953,-95.6478,]
[,36.04439,-86.68731,]
[,42.16796,-75.12986,]
[,32.93146,-96.6989,]
[,41.65846,-88.45953,]
[,34.16745,-81.35704,]
[,35.60093,-77.3709,]
[,41.62959,-87.7374,]
[,30.03189,-84.39047,]
[,32.38318,-98.97617,]
[,34.76201,-87.52903,]
[,30.42758,-89.08131,]
[,34.95124,-79.05328,]
[,31.5871,-84.18475,]
[,35.3785,-85.11073,]
[,31.24758,-90.47038,]
[,35.19777382,-86.0970235,]
[,39.62513,-77.69801,]
[,41.94699,-84.87362,]
[,35.06088,-81.64228,]
[,34.21291,-91.98785,]
[,39.89616,-80.16722,]
[,39.70318,-82.60052,]
[,36.63943,-82.57871,]
[,35.59332,-89.24205,]
[,37.24359,-83.17757,]
[,40.47211,-83.89475,]
[,41.26452,-88.21609,]
[,40.21909,-85.3731,]
[,27.2098,-81.84456,]
[,41.62591,-93.60007,]
[,30.19828,-93.20046,]
[,42.27761,-85.58137,]
[,26.10303,-98.24818,]
[,38.30186,-83.17318,]
[,34.94743,-82.21228,]
[,38.45118,-78.8666,]
[,35.95878,-96.00387,]
[,36.60161,-82.19521,]
[,30.23927,-95.30062,]
[,36.2172,-81.66057,]
[,32.35065,-81.2915,]
[,29.94599,-95.44316,]
[,33.94014,-83.71397,]
[,33.62679,-85.78612,]
[,41.10202198,-85.16071196,]
[,42.94374,-74.19786,]
[,34.67493,-89.02396,]
[,33.57573,-81.73837,]
[,41.140865,-95.91156151,]
[,39.92928,-83.05262,]
[,28.58577,-80.81769,]
[,34.87252,-92.1961,]
[,35.11526,-82.22115,]
[,32.43071,-89.1088,]
[,35.62737,-92.27028,]
[,35.82084,-90.44699,]
[,29.89646,-90.73734,]
[,30.7319,-89.85202,]
[,34.45662,-92.89639,]
[,36.05259,-89.36726,]
[,35.7154,-91.20866,]
[,35.71943,-84.36309,]
[,29.88093,-90.42933,]
[,37.81303,-92.22482,]
[,40.37012,-80.64159,]
[,35.12919,-86.56606,]
[,30.86916,-92.78802,]
[,42.86117,-90.70683,]
[,42.38628,-83.3144,]
[,34.04707,-85.96436,]
[,39.34791,-83.40093,]
[,35.54553,-77.02766,]
[,37.01181,-86.44284,]
[,42.64718,-95.20071,]
[,36.22025,-86.56654,]
[,38.06435,-84.521,]
[,41.45341,-81.79858,]
[,38.46128,-81.81335,]
[,33.89029,-80.01977,]
[,36.52927,-83.21806,]
[,41.05851,-86.21674,]
[,29.23542,-98.79067,]
[,32.93705623,-96.85569255,]
[,41.93394,-89.06213,]
[,32.51161,-94.74933,]
[,34.9693,-85.29526,]
[,41.1898,-76.3839,]
[,38.57928,-92.19464,]
[,34.21732,-82.18329,]
[,31.81811,-106.17908,]
[,30.58276,-98.27199,]
[,38.38064,-92.39699,]
[,40.01773,-79.60026,]
[,40.14773,-87.60989,]
[,39.36423,-82.97617,]
[,34.26354,-85.15792,]
[,42.34989,-76.84599,]
[,35.25561,-92.93736,]
[,41.17817,-87.87546,]
[,28.38321555,-80.70267977,]
[,42.26101,-84.75632,]
[,35.73487,-79.80838,]
[,39.22205,-83.60892,]
[,35.47276,-80.26498,]
[,41.14422,-87.87617,]
[,34.05164,-77.89984,]
[,42.84818,-83.27937,]
[,41.33031,-93.10958,]
[,39.18553,-78.16513,]
[,36.6921,-101.48168,]
[,34.94716,-95.76443,]
[,41.03253,-84.03969,]
[,32.89083,-111.75723,]
[,36.33238,-76.22766,]
[,28.63613,-80.84557,]
[,36.95555,-84.06717,]
[,35.91906,-80.05743,]
[,34.44176,-77.55814,]
[,35.49319,-97.27457,]
[,29.68829,-82.32168,]
[,29.36574,-81.96739,]
[,27.85704,-97.64289,]
[,31.64273,-93.6421,]
[,34.53212,-85.30688,]
[,38.21962,-86.12731,]
[,33.0602,-89.60677,]
[,34.52943,-82.69577,]
[,34.98573,-84.73969,]
[,30.57803,-91.12717,]
[,34.97666583,-92.02740757,]
[,37.7407,-81.11674,]
[,35.96126,-80.37493,]
[,42.92105,-77.61167,]
[,33.95089,-84.50912,]
[,34.89605,-82.36675,]
[,33.99685,-86.02723,]
[,28.79676,-81.88773,]
[,36.41276,-89.05814,]
[,32.33215719,-95.29066133,]
[,43.18515,-84.11795,]
[,29.00868,-80.91947,]
[,36.95996,-93.71829,]
[,30.58098,-87.29789,]
[,36.55947,-79.40525,]
[,35.47556,-80.62437,]
[,35.70124,-80.8877,]
[,31.00617,-87.49381,]
[,30.82721,-89.52316,]
[,39.71544,-90.22935,]
[,33.18317,-96.6151,]
[,37.31172,-91.96072,]
[,38.83895,-97.60918,]
[,40.91055,-77.77921,]
[,39.89121,-95.78824,]
[,31.03119,-83.07191,]
[,33.43204,-84.13856,]
[,34.75289,-83.04494,]
[,30.65972,-88.22526,]
[,41.39873,-84.132,]
[,39.17616,-89.65286,]
[,40.93925,-83.40305,]
[,36.66383,-93.24031,]
[,32.45008,-95.70419,]
[,32.30246,-95.61222,]
[,36.86994,-86.71278,]
[,41.89838,-92.26591,]
[,35.38034,-83.21021,]
[,33.70313,-87.82661,]
[,30.39171,-91.0211,]
[,37.04229,-89.19436,]
[,36.70356,-93.12444,]
[,37.33355,-84.65887,]
[,34.32039,-86.31133,]
[,29.37709,-100.90302,]
[,36.08983,-96.00873,]
[,41.00251,-95.89631,]
[,40.60614307,-75.49137351,]
[,37.83761962,-94.37502638,]
[,32.9312,-96.69874,]
[,43.08375,-96.79116,]
[,28.55111,-81.59436,]
[,34.70512,-77.15733,]
[,32.59253,-97.145,]
[,29.25904,-81.11048,]
[,35.40186,-78.01904,]
[,29.88767,-95.42306,]
[,40.84415,-81.78025,]
[,39.84904,-88.98037,]
[,32.47215,-98.6574,]
[,42.44018,-76.03698,]
[,41.16668,-80.10644,]
[,36.21724,-86.33285,]
[,39.02798,-84.21773,]
[,38.37971,-88.38046,]
[,30.68693,-83.19312,]
[,26.33915,-98.1703,]
[,34.72427,-100.5475,]
[,32.43624,-104.2468,]
[,41.44637,-86.16579,]
[,26.29367,-97.97285,]
